,Species,Variety,Country_of_Origin,Mill,ICO_number,Company,Region,Producer,Number_of_Bags,Bag_Weight,Harvest_Year,Grading_Date,Owner_1,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Quakers,Color,Category_One_Defects,Category_Two_Defects,Expiration,Certification_Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Altitude
750,Arabica,Typica,Mexico,cafetalera la cuchilla,1102751473,,veracruz,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0.0,Green,0,0,"July 11th, 2013",AMECAFE,m,1100.0,1100.0,1100.0,1100
751,Arabica,Typica,Mexico,productos organicos de canoas spr de rl,2671,organizaciones de productores de cafe colimense sa de cv,canoas,COOP,250,1 kg,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0.0,Green,0,3,"April 2nd, 2013",AMECAFE,m,900.0,900.0,900.0,900
752,Arabica,Caturra,Colombia,trilladora boananza,3-68-0088,exportadora de cafe condor s.a,huila,,250,70 kg,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0.0,Green,0,1,"February 21st, 2013",Almacafé,m,1750.0,1750.0,1750.0,1750
753,Arabica,Caturra,Colombia,,3-37-0663,c.i.racafe & cia s.c.a,huila,La Plata,100,70 kg,2012,"February 9th, 2012",Racafe & Cia S.C.A,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0.0,Green,0,0,"February 8th, 2013",Almacafé,m,1600.0,1950.0,1775.0,de 1600 a 1950 msnm
754,Arabica,Arusha,Brazil,,002/1251/0183,nucoffee,,Carmem Lucia Chaves de Brito,84,60 kg,2012,"January 23rd, 2012",NUCOFFEE,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,0.0,Green,0,1,"January 22nd, 2013",NUCOFFEE,m,1095.0,1200.0,1100.0,
755,Arabica,Other_2,Colombia,,3-37-1979,,cauca,,149,70 kg,,"March 1st, 2011",Racafe & Cia S.C.A,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0.22,0.0,,0,2,"February 29th, 2012",Almacafé,m,1095.0,1200.0,1100.0,
756,Arabica,Bourbon,Brazil,dry mill,002/1660/0105,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,1.0,Green,0,5,"August 16th, 2017",Brazil Specialty Coffee Association,m,934.0,934.0,934.0,934
757,Arabica,Caturra,Honduras,dry mill,13-111-054,cigrah s.a de c.v,comayagua,Nahun Maldonado,200,69 kg,2015,"June 9th, 2016",Bismarck Castro,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,1.0,Bluish-Green,0,2,"June 9th, 2017",Instituto Hondureño del Café,m,1500.0,1500.0,1500.0,1500
758,Arabica,Other_2,Nicaragua,dry mill,16042,"beneficiadora norteña de cafe, s. a. (bencafe)",jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,,"March 15th, 2016","BENCAFE, S. A.",,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0.0,Green,0,1,"March 15th, 2017",Instituto Hondureño del Café,m,1000.0,1000.0,1000.0,1000
759,Arabica,Bourbon,"Tanzania, United Republic Of",mbinga,CA058,tawoca,ruvuma,Langiro farm group,30,80 kg,2015,"November 16th, 2015",Langiro Farm group,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,0.0,Green,1,6,"November 15th, 2016",Africa Fine Coffee Association,m,1500.0,1800.0,1650.0,1500-1800
760,Arabica,Other,"Tanzania, United Republic Of",,3881832/P1412427,ibero tanzania,northern,,300,60 kg,2015/2016,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0.0,Green,0,1,"October 19th, 2016",Tanzanian Coffee Board,m,1600.0,1600.0,1600.0,1600
761,Arabica,Yellow Bourbon,Brazil,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,south of minas,Ipanema Agrícola SA,320,2 kg,2015/2016,"October 8th, 2015",Ipanema Coffees,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,0.0,Green,0,1,"October 7th, 2016",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,1
762,Arabica,Other_2,Thailand,,49881,doi tung development project,thailand,Doi Tung Development Project,1,1 kg,2014,"June 9th, 2015",Doi Tung Development Project,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0.0,Bluish-Green,0,0,"June 8th, 2016",Specialty Coffee Association,m,800.0,800.0,800.0,800++
763,Arabica,Catuai,Honduras,cadexsa,13-63-206,cadexsa,marcala,Omar Acosta,275,1 kg,2015,"April 15th, 2015",CADEXSA,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0.0,Green,0,2,"April 14th, 2016",Instituto Hondureño del Café,m,1350.0,1350.0,1350.0,1350
764,Arabica,Bourbon,Guatemala,,11873168,essence coffee,atitlan,,250,69 kg,2014,"March 21st, 2015",EssenceCoffee,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0.0,Blue-Green,0,4,"March 20th, 2016",Blossom Valley International,m,1500.0,1500.0,1500.0,1500
765,Arabica,Mundo Novo,Brazil,,002/4542/0274,bourbon specialty coffees,cerrado,,300,60 kg,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,0.0,Green,0,1,"January 15th, 2016",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,
766,Arabica,Other,"Tanzania, United Republic Of",tembo coffee company ltd,C33,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,2014,"December 15th, 2014",Tembo Coffee Company Ltd,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0.0,Green,0,1,"December 15th, 2015",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0,1700
767,Arabica,Other,Mexico,"el pino, cosautlan de carvajal",0,"café andrade, s.a. de c.v.",veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,2013,"July 15th, 2014",J.ANDRADE,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0.0,Green,0,0,"July 15th, 2015",AMECAFE,m,1100.0,1100.0,1100.0,1100
768,Arabica,Other,Mexico,,NONE,lusso coffee lab,"la concordia, chiapas",Union Ramal Santa Cruz,2,2 kg,2013,"April 10th, 2014",LUSSO LAB,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0.0,None,1,1,"April 10th, 2015",Specialty Coffee Association,m,1200.0,1600.0,1400.0,1200-1600m
769,Arabica,Typica,Taiwan,song yue coffee 嵩岳咖啡,,blossom valley宸嶧國際,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,60,60 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0.0,Green,0,0,"December 26th, 2014",Blossom Valley International,m,1200.0,1200.0,1200.0,1200 m
770,Arabica,Typica,Taiwan,kan tou mountain coffee 崁頭山咖啡館,Taiwan,"red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,80,10 kg,2012,"May 29th, 2013","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,0.0,Green,0,0,"May 29th, 2014",Specialty Coffee Association,m,800.0,800.0,800.0,800 m
771,Arabica,Caturra,Colombia,triladora bonanza,3-68-0144,exportadora de cafe condor s.a,huila,,250,70 kg,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,0.0,Bluish-Green,0,1,"March 20th, 2014",Almacafé,m,1750.0,1750.0,1750.0,1750 msnm
772,Arabica,Typica,Mexico,"buenas vista, municipio de san bartolo tutotepec",1702764973,,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,10,1 kg,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,0.0,None,1,9,"September 27th, 2013",AMECAFE,m,1144.0,1144.0,1144.0,1144
773,Arabica,Caturra,Guatemala,,11/00183/00020,the coffee source inc.,oriente,Several producers,250,1 kg,2012,"August 2nd, 2012",The Coffee Source Inc.,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0.0,None,0,2,"August 2nd, 2013",Specialty Coffee Association,m,1350.0,1350.0,1350.0,1350
774,Arabica,Typica,Mexico,las truchas,3196666,,altotonga,SALVADOR CARO CARRION,200,1 kg,2012,"July 11th, 2012",SALVADOR CARO CARRION,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0.0,Green,0,4,"July 11th, 2013",AMECAFE,m,1000.0,1000.0,1000.0,1000
775,Arabica,Typica,Mexico,beneficio productores organicos de cnoas s.p.r. de r.l.,"70381402, 70381402, 703815394",organizaciones de productores de cafe colimense sa de cv,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",60,1 kg,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0.0,Green,0,1,"July 2nd, 2013",AMECAFE,m,1200.0,1200.0,1200.0,1200
776,Arabica,Other_2,Colombia,trilladora bonanza - armenia quindioa,3-68-0154,,huila,,250,70 kg,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,0.0,,0,0,"February 9th, 2012",Almacafé,m,1800.0,1800.0,1800.0,1800 msnm
777,Arabica,Bourbon,Indonesia,bener meriah - gayo,,pt. shriya artha nusantara,aceh gayo,Various Farms,2,1 kg,2017,"August 3rd, 2017",SanJava Coffee,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0.0,,0,3,"August 3rd, 2018",Specialty Coffee Association of Indonesia,m,1300.0,1300.0,1300.0,1300
778,Arabica,Caturra,Colombia,san josé / neiva,03-05-0846,skn caribecafe ltda,huila,,275,70 kg,2016,"February 20th, 2017",Raúl Vargas,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,7.0,Green,0,6,"February 20th, 2018",Almacafé,m,1095.0,1200.0,1100.0,
779,Arabica,Bourbon,Brazil,dry mill,002/1660/0105,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,1.0,Green,0,3,"August 16th, 2017",Brazil Specialty Coffee Association,m,894.0,894.0,894.0,894
780,Arabica,Yellow Bourbon,Brazil,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,south of minas,Ipanema Agrícola SA,320,2 kg,2015/2016,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,0.0,Green,0,1,"October 7th, 2016",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,1
781,Arabica,Caturra,Costa Rica,el patalillo,5-019-0060,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,275,350 kg,2015,"April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0.0,Blue-Green,0,0,"April 9th, 2016",Specialty Coffee Association of Costa Rica,m,1200.0,1400.0,1300.0,1200-1400 masl
782,Arabica,Bourbon,"Tanzania, United Republic Of",dae ltd,4,volcafe/taylorwinch tanzania ltd,kilimanjaro,AMPCG,300,2 kg,2014,"March 25th, 2015",Balam Hinyula,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,0.0,Green,0,5,"March 24th, 2016",Tanzanian Coffee Board,m,1500.0,1500.0,1500.0,1500
783,Arabica,Other,"Tanzania, United Republic Of",ngorogoro convenant estate,C19,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0.0,Green,0,3,"January 8th, 2016",Africa Fine Coffee Association,m,1500.0,1700.0,1600.0,1500 - 1700
784,Arabica,Other_2,Colombia,,3-59-1656,cafe politico,,,1,5 lbs,2013,"September 12th, 2014",Cafe Politico,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,0.0,Green,1,0,"September 12th, 2015",Specialty Coffee Association,m,1095.0,1200.0,1100.0,
785,Arabica,Caturra,Costa Rica,cafetalera aquiares,5-025-0101,"ceca,s.a.",turrialba,Cafetalera Aquiares,150,69 kg,2013,"March 21st, 2014","CECA, S.A.",Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0.0,Green,0,2,"March 21st, 2015",Specialty Coffee Association of Costa Rica,m,1095.0,1200.0,1100.0,1.3
786,Arabica,Hawaiian Kona,United States (Hawaii),,230035,kona pacific farmers cooperative,kona,,4,100 lbs,2012,"November 26th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,0.0,Bluish-Green,0,0,"November 26th, 2013",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
787,Arabica,Typica,Mexico,"cafetal el equimite, rancho agroecológico",0,,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1 kg,2012,"September 10th, 2012","El Equimite, Cafetal Biodinámico",Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0.0,Green,0,7,"September 10th, 2013",AMECAFE,m,1300.0,1300.0,1300.0,1300
788,Arabica,Typica,Mexico,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,0.0,Green,3,13,"August 30th, 2013",AMECAFE,m,1800.0,1800.0,1800.0,1800
789,Arabica,Typica,Mexico,"coatepec, ver",1104362837,,coatepec,ROSA AURORA FALCON FERNANDEZ,15,1 kg,2012,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0.0,Green,0,11,"July 26th, 2013",AMECAFE,m,1250.0,1250.0,1250.0,1250
790,Arabica,Other,Vietnam,"apollo co., ltd.",,royal base corporation,don duong,"Apollo Co., LTd.",1,2 kg,2012,"July 23rd, 2012",Royal Base Corporation,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0.0,Green,0,2,"July 23rd, 2013",Specialty Coffee Association,m,1040.0,1040.0,1040.0,1040m
791,Arabica,Typica,Mexico,cafetalera la cuchilla,1102751467,,veracruz,RAMIRO DE LA VEQUIA BERNARDI,250,1 kg,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0.0,Green,0,1,"July 11th, 2013",AMECAFE,m,1250.0,1250.0,1250.0,1250
792,Arabica,Hawaiian Kona,United States (Hawaii),,2200302,cqi,kona,,10,100 lbs,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,0.0,Green,0,2,"February 22nd, 2013",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
793,Arabica,Other_2,Colombia,,3-059-1329,,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,275,70 kg,January 2011,"April 18th, 2011",CARCAFE LTDA CI,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,0.0,,1,5,"April 17th, 2012",Almacafé,m,1600.0,1600.0,1600.0,1600 msnm
794,Arabica,Caturra,Honduras,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,el paraíso,Santos Fonseca,275,69 kg,2017,"June 1st, 2017",Bismarck Castro,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0.0,Green,0,1,"June 1st, 2018",Instituto Hondureño del Café,m,1600.0,1600.0,1600.0,1600
795,Arabica,Caturra,Honduras,cigrah s.a de c.v.,13-111-024,cigrah s.a de c.v,guinope el paraíso,Santos Fonseca,275,69 kg,2016,"April 6th, 2017",Bismarck Castro,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,1.0,Green,0,7,"April 6th, 2018",Instituto Hondureño del Café,m,1600.0,1600.0,1600.0,1600
796,Arabica,Bourbon,Brazil,dry mill,002/1660/0105,ipanema coffees,south of minas,Ipanema Agricola,230,60 kg,2016,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,2.0,Green,0,3,"August 16th, 2017",Brazil Specialty Coffee Association,m,944.0,944.0,944.0,944
797,Arabica,Other,"Tanzania, United Republic Of",,CA006,tawoca,kilimanjaro,Mr & Mrs Didas Mallya,2,80 kg,2015,"November 16th, 2015",Didas,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,0.0,Green,0,20,"November 15th, 2016",Africa Fine Coffee Association,m,1500.0,1800.0,1650.0,1500-1800
798,Arabica,Other,Laos,club green,105,kettles coffee roasters,lao p.d.r.,HanYong Choi,1,2 kg,2015,"November 5th, 2015",Minwook Ku,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,0.0,Blue-Green,0,0,"November 4th, 2016",Specialty Coffee Institute of Asia,m,1250.0,1250.0,1250.0,1250m
799,Arabica,Other,"Tanzania, United Republic Of",finca estate,C42,finca estate,meru,Finca Estate,1,60 kg,2014,"December 18th, 2014",Finca Estate,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,0.0,Green,0,3,"December 18th, 2015",Africa Fine Coffee Association,m,1300.0,1400.0,1350.0,1300- 1400
800,Arabica,Gesha,Malawi,mzuzu coffee coop union,C120,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,16,60 kg,2014,"October 31st, 2014",AFCA,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,0.0,Bluish-Green,0,1,"October 31st, 2015",Africa Fine Coffee Association,m,2500.0,2500.0,2500.0,2500m
801,Arabica,Typica,Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",Taiwan,"red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,50,20 kg,2013,"July 22nd, 2014","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,0.0,Green,0,0,"July 22nd, 2015",Specialty Coffee Association,m,600.0,600.0,600.0,600m
802,Arabica,Other_2,Thailand,doi tung development project,10704180,doi tung development project,thailand,Doi Tung Development Project,1,1 kg,2013,"June 20th, 2014",Doi Tung Development Project,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,0.0,Green,0,0,"June 20th, 2015",Specialty Coffee Association,m,800.0,800.0,800.0,800++
803,Arabica,Catuai,Costa Rica,coricafe sa,5-0048-0144,coricafe s.a.,central valley,VARIOS,250,1 kg,2013,"June 9th, 2014",Eric Thormaehlen,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0.0,Green,0,4,"June 9th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1400.0,1300.0,1200-1400
804,Arabica,Caturra,Honduras,beneficio santa rosa s.a.,13-123-306,beneficio santa rosa s.a.,occidental,BSR,275,69 kg,2014,"April 30th, 2014",Beneficio Santa Rosa,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0.0,Green,0,5,"April 30th, 2015",Instituto Hondureño del Café,m,1400.0,1400.0,1400.0,1400 m.s.n.m.
805,Arabica,Caturra,Colombia,,3-37-2863,racafe & cia s.c.a,huila,,250,70 kg,2013,"September 13th, 2013",Racafe & Cia S.C.A,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,0.0,Green,0,1,"September 13th, 2014",Almacafé,m,1800.0,2000.0,1900.0,1800 - 2000
806,Arabica,Typica,Taiwan,gao chun fang 高醇坊,Taiwan,"red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",30,10 kg,2012,"June 3rd, 2013","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,0.0,Bluish-Green,0,0,"June 3rd, 2014",Specialty Coffee Association,m,600.0,700.0,650.0,600-700 m
807,Arabica,Mundo Novo,Brazil,café do paraíso,??,café do paraíso,"minas gerais, br",Café do Paraíso,1,2 kg,2012,"May 21st, 2013",Owen Carver,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,0.0,Blue-Green,0,0,"May 21st, 2014",Specialty Coffee Association,m,894.0,1183.0,1038.5,894m - 1183m
808,Arabica,Typica,Mexico,,1104355254,,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,15,1 kg,2012,"July 11th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0.0,Green,0,1,"July 11th, 2013",AMECAFE,m,940.0,940.0,940.0,940
809,Arabica,Mundo Novo,Brazil,,002/1251/0237,nucoffee,south of minas,Vander Bonaccorsi,50,60 kg,2012,"June 4th, 2012",NUCOFFEE,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,0.0,Green,0,1,"June 4th, 2013",NUCOFFEE,m,1000.0,1000.0,1000.0,1000m
810,Arabica,Catuai,Brazil,,002/1251/0240,nucoffee,cerrado,José Hiroiti,75,60 kg,2012,"April 11th, 2012",NUCOFFEE,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,0.0,Blue-Green,0,1,"April 11th, 2013",NUCOFFEE,m,1050.0,1050.0,1050.0,1050m
811,Arabica,Bourbon,Guatemala,,11/08/1990,"elfasa, s.a.",san marcos,PAUL STAUDER,250,1 kg,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,0.0,Green,0,3,"March 26th, 2013",Asociacion Nacional Del Café,m,1095.0,1200.0,1100.0,
812,Arabica,Mundo Novo,Brazil,,001/1251/0253,nucoffee,south of minas,Maria da Gloria Junqueira,53,60 kg,2012,"February 17th, 2012",NUCOFFEE,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,0.0,Green,0,2,"February 16th, 2013",NUCOFFEE,m,950.0,950.0,950.0,950m
813,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0238,coffee resources inc.,oriente,Conquista/Morito,250,2 kg,2012,"February 1st, 2012",Felipe Isaza,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,0.0,Green,0,10,"January 31st, 2013",Specialty Coffee Association,ft,1402.08,1402.08,1402.08,4600 ft.
814,Arabica,Caturra,Colombia,,3-37-2782,,huila,"Grupo Monserrate, La Plata",150,70 kg,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,0.07,0.0,,0,2,"July 28th, 2012",Almacafé,m,1600.0,1950.0,1775.0,de 1.600 a 1.950 msn
815,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,0.0,Green,0,1,"August 22nd, 2018",Asociacion Nacional Del Café,m,1901.0,1901.0,1901.0,1901
816,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0515,"unex guatemala, s.a.",santa rosa,OTTO BECKER,50,69 kg,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,2.0,Green,0,0,"June 22nd, 2018",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2,4000
